student_id,n_videos,n_navigate,n_access,n_problem,n_page_close,n_discussion,n_wiki,n_events,n_events_lst_wk,n_access_lst_wk,n_access_lst2_wk,days_course_strt_access1,days_course_end_access_lst,unique_days_accessed,dropout
17258,1,7,12,4,6,3,0,33,1,0,0,0,15,5,1
17262,12,17,36,10,28,5,1,109,38,14,20,11,7,3,1
17263,3,18,50,21,3,4,1,100,63,36,50,16,0,4,0
17266,4,12,28,0,1,0,3,48,48,28,28,29,0,1,1
17267,5,29,96,222,2,29,2,385,0,0,0,0,15,8,1
17270,1,8,36,8,4,0,0,57,0,0,11,2,14,6,0
17271,4,20,24,0,14,13,4,79,47,17,24,19,6,2,1
17273,15,27,87,55,57,3,0,244,180,62,75,1,6,5,0
17274,53,22,200,109,101,6,0,491,22,13,62,0,0,7,0
17285,1,3,1,0,1,0,0,6,6,1,1,29,0,1,1
17286,14,7,46,18,3,0,0,88,19,13,13,0,0,4,1
17289,2,10,18,0,4,0,0,34,34,18,18,23,0,5,0
17292,3,10,62,5,3,3,0,86,0,0,36,7,11,4,1
17299,42,26,165,54,46,6,1,340,95,53,71,0,5,10,0
17301,13,14,52,12,14,3,0,108,60,33,52,18,0,4,0
17303,23,7,119,200,42,0,0,391,95,33,33,0,6,6,1
17304,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
17306,4,12,71,22,3,0,0,112,112,71,71,27,0,4,0
17308,6,6,13,4,11,2,0,42,0,0,9,10,14,2,1
17314,0,11,46,7,3,2,1,70,0,0,8,12,14,2,1
17316,1,10,11,0,6,6,2,36,0,0,0,9,20,2,1
17322,0,2,0,0,0,0,0,2,0,0,0,NA,NA,1,1
17324,15,62,161,38,95,51,3,425,37,18,64,0,0,11,0
17325,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
17326,23,12,39,0,23,11,1,109,0,0,0,9,17,4,1
17328,45,28,181,47,39,5,1,346,107,60,92,1,2,8,0
17332,32,31,222,145,7,18,5,460,85,38,195,8,1,8,0
17333,2,15,56,9,6,1,0,89,26,13,27,4,0,9,0
17335,1,4,40,10,2,0,0,57,0,0,40,15,13,3,1
17337,8,7,37,55,18,0,0,125,0,0,25,0,10,5,0
17339,13,17,70,25,40,5,1,171,63,26,37,1,0,6,0
17340,1,3,8,0,1,0,0,13,0,0,0,8,21,1,1
17343,31,30,106,76,57,7,5,312,50,20,73,1,0,8,0
17344,3,4,9,0,4,2,0,22,0,0,2,11,11,2,1
17346,18,22,52,23,37,0,0,152,32,10,24,3,6,7,1
17348,1,2,2,0,1,0,0,6,6,2,2,29,0,1,1
17350,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
17353,1,6,5,0,1,0,1,14,0,0,5,15,14,1,1
17356,59,65,385,66,195,28,2,800,519,241,367,3,0,10,0
17357,33,23,65,33,45,4,2,205,0,0,32,8,14,3,1
17358,20,3,56,83,11,0,0,173,173,56,56,23,0,2,0
17359,1,2,3,0,2,0,0,8,0,0,3,15,14,1,1
17360,1,15,46,4,11,18,0,95,0,0,24,1,14,5,0
17361,19,8,28,5,26,0,0,86,86,28,28,29,0,1,0
17362,15,23,66,11,30,0,1,146,0,0,12,5,14,11,1
17363,27,24,111,37,62,0,0,261,101,38,67,4,0,12,0
17364,27,21,107,61,31,22,0,269,218,82,92,9,0,7,0
17365,17,5,27,24,23,0,0,96,42,12,12,9,0,4,0
17368,20,10,66,32,46,0,0,174,8,4,33,9,6,5,0
17369,44,16,122,49,95,8,0,334,221,76,80,3,0,20,0
17371,2,3,4,0,1,0,0,10,10,4,4,29,0,1,1
17373,15,25,47,6,31,26,7,157,0,0,29,1,13,4,1
17375,0,2,2,0,1,0,0,5,5,2,2,29,0,1,1
17376,0,10,12,5,12,6,1,46,46,12,12,23,6,1,1
17378,66,42,202,45,87,20,2,464,100,44,182,1,0,8,0
17379,1,6,5,0,2,3,0,17,0,0,5,15,14,1,1
17380,0,2,0,0,0,0,0,2,2,0,0,NA,NA,1,1
17382,41,12,182,80,32,13,0,360,0,0,25,0,10,9,1
17383,76,12,100,0,39,0,0,227,26,13,57,11,0,9,0
17388,25,8,86,48,37,14,0,218,14,6,45,1,2,5,0
17389,52,109,332,245,134,597,9,1478,0,0,52,0,14,14,1
17390,5,2,10,0,6,0,0,23,23,10,10,29,0,1,1
17392,47,7,109,40,36,8,0,247,236,105,109,21,0,8,0
17395,11,15,76,18,13,43,0,176,82,52,52,8,6,3,0
17399,0,5,17,7,13,0,0,42,14,7,17,15,3,4,0
17401,1,2,2,0,1,0,0,6,6,2,2,29,0,1,1
17404,0,10,2,0,0,1,4,17,0,0,2,16,13,3,1
17409,1,2,3,0,2,0,0,8,0,0,3,15,14,1,1
17411,0,2,2,0,1,0,0,5,5,2,2,29,0,1,1
17412,16,6,35,9,25,0,0,91,0,0,17,4,14,6,1
17413,0,18,41,7,1,2,2,71,0,0,17,4,14,2,1
17414,0,10,9,0,1,4,3,27,0,0,9,15,14,1,1
17416,3,33,153,30,5,6,4,234,70,51,95,9,5,6,0
17422,20,44,62,65,36,12,1,240,125,39,43,2,3,6,0
17425,0,2,2,0,1,0,0,5,0,0,2,15,14,1,1
17428,1,4,6,0,2,0,0,13,7,3,6,19,0,2,1
17430,0,4,3,0,0,0,0,7,7,3,3,29,0,1,0
17431,1,3,2,0,1,0,0,7,7,2,2,23,6,1,1
17433,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
17437,0,2,0,0,0,0,0,2,2,0,0,NA,NA,1,1
17438,11,38,72,2,13,0,2,138,44,22,37,10,0,13,0
17439,29,64,251,67,113,30,1,555,219,88,127,7,5,8,0
17444,1,1,8,0,1,0,0,11,11,8,8,29,0,1,0
17446,4,46,198,49,11,9,4,321,101,70,113,1,0,13,0
17447,132,36,240,167,61,26,10,672,167,50,90,0,0,13,0
17448,60,77,355,118,18,112,7,747,327,166,280,1,1,13,0
17451,14,10,26,5,20,5,1,81,81,26,26,22,6,2,1
17453,1,3,1,0,1,0,0,6,6,1,1,29,0,1,1
17456,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
17457,1,2,4,0,3,0,0,10,0,0,4,15,14,1,1
17458,20,16,136,87,5,133,2,399,396,136,136,22,0,5,0
17459,23,10,70,40,26,13,0,182,0,0,0,8,15,4,1
17462,11,33,240,58,13,43,0,398,268,154,226,0,1,10,0
17464,2,4,9,0,5,0,0,20,0,0,1,13,14,2,1
17467,25,9,94,25,59,15,0,227,88,34,45,2,0,8,1
17470,3,2,13,0,5,0,0,23,23,13,13,29,0,1,1
17478,0,2,0,0,0,0,0,2,2,0,0,NA,NA,1,1
17479,15,6,20,11,18,1,1,72,0,0,2,10,14,5,1
17482,1,8,8,0,4,0,0,21,0,0,8,15,14,1,1
17484,1,40,74,13,6,17,10,161,26,21,25,1,6,7,0
17486,0,4,0,0,0,0,0,4,4,0,0,NA,NA,1,1
17488,26,40,89,20,43,3,3,224,108,42,45,2,0,4,0
17489,7,11,14,0,6,2,0,40,40,14,14,23,5,2,1
17492,14,29,85,11,24,4,0,167,0,0,36,3,11,8,0
17493,5,12,141,35,11,65,1,270,15,13,67,3,0,11,0
17494,4,7,52,11,8,1,2,85,40,30,37,2,6,3,1
17495,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
17499,1,12,32,4,2,1,1,53,0,0,9,11,14,2,1
17500,0,14,108,17,21,5,0,165,50,36,64,12,4,8,0
17501,21,17,73,4,39,3,1,158,23,12,12,10,4,5,0
17504,3,16,19,0,7,3,2,50,35,16,17,1,0,3,0
17507,1,11,3,0,1,1,2,19,0,0,3,15,14,1,1
17510,55,33,135,112,58,4,1,398,4,0,88,7,8,8,0
17512,33,13,82,16,63,0,0,207,52,20,53,5,7,7,1
17514,1,4,3,0,1,0,0,9,9,3,3,23,6,1,1
17515,20,25,77,46,55,7,2,232,109,37,49,1,0,10,0
17519,7,5,14,6,10,0,1,43,0,0,14,15,14,1,1
17520,0,4,0,0,0,0,0,4,4,0,0,NA,NA,1,1
17524,2,3,3,0,2,0,0,10,10,3,3,23,6,1,1
17528,11,9,42,10,26,17,1,116,109,38,42,17,0,5,0
17529,16,14,39,11,26,0,0,106,3,2,39,15,2,6,1
17532,0,4,0,0,0,0,0,4,4,0,0,NA,NA,2,0
17533,1,2,5,0,3,0,0,11,0,0,5,15,14,1,1
17534,32,20,80,29,65,7,0,233,125,46,54,8,1,8,0
17535,2,5,10,0,3,1,0,21,0,0,0,8,21,1,1
17537,1,2,27,5,5,0,0,40,0,0,10,2,14,3,1
17542,2,26,79,20,4,4,1,136,60,30,64,8,1,7,0
17543,1,7,3,0,1,5,0,17,7,0,3,15,14,2,0
17544,1,2,5,0,2,0,0,10,10,5,5,23,6,1,1
17546,0,35,49,28,0,50,2,164,19,9,24,1,4,7,0
17547,1,1,2,0,1,0,0,5,5,2,2,29,0,1,1
17550,52,56,125,55,55,14,5,362,136,51,73,0,0,15,0
17556,4,15,148,110,58,0,0,335,153,74,74,12,0,2,0
17557,3,2,6,0,4,0,0,15,15,6,6,23,6,1,1
17560,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
17561,2,2,10,0,5,0,1,20,0,0,10,15,14,1,1
17562,11,20,76,111,36,11,0,265,56,14,60,0,0,7,0
17563,39,48,251,118,14,20,4,494,170,90,141,0,0,11,0
17568,1,28,47,8,1,0,0,85,12,4,4,5,0,7,0
17572,6,2,7,0,1,0,0,16,16,7,7,29,0,1,1
17576,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
17577,11,22,70,10,19,16,1,149,0,0,19,2,8,11,0
17578,10,27,77,31,40,6,1,192,57,28,40,1,0,9,0
17579,4,2,6,2,3,0,0,17,1,0,0,2,27,2,1
17580,11,24,64,0,4,6,3,112,83,55,64,21,0,2,0
17585,1,2,2,0,1,0,0,6,6,2,2,29,0,1,1
17586,16,13,143,111,39,9,0,331,9,4,76,4,6,7,0
17587,6,22,112,28,25,5,0,198,87,49,56,1,0,15,0
17588,0,2,0,0,0,0,0,2,2,0,0,NA,NA,1,1
17590,0,2,0,0,0,0,0,2,2,0,0,NA,NA,1,1
17595,1,7,5,0,1,0,1,15,0,0,0,8,18,2,1
17597,10,7,64,90,6,1,0,178,0,0,10,1,8,5,1
17599,0,4,0,0,0,0,0,4,2,0,0,NA,NA,2,1
17600,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
17601,46,14,109,21,78,18,1,287,69,31,67,1,0,7,0
17603,34,39,134,37,53,0,0,297,222,106,124,14,0,12,0
17604,1,1,3,0,2,0,0,7,0,0,3,15,14,1,1
17605,0,2,0,0,0,0,0,2,1,0,0,NA,NA,2,1
17606,3,46,62,55,9,9,3,187,64,24,42,10,0,11,0
17607,3,6,13,0,2,0,0,24,5,2,2,12,0,2,1
17608,0,4,0,0,0,0,0,4,0,0,0,NA,NA,2,1
17609,1,2,3,0,2,0,0,8,0,0,3,15,14,1,1
17610,53,38,154,56,108,10,2,421,126,47,95,1,3,13,0
17612,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
17613,1,2,2,0,1,0,0,6,6,2,2,23,6,1,1
17615,39,41,179,42,83,1,1,386,136,80,106,1,0,15,0
17617,68,45,225,278,77,8,1,702,136,48,105,14,0,6,0
17620,30,18,167,85,53,2,0,355,22,12,12,5,6,6,0
17622,10,11,82,27,25,62,3,220,11,6,35,3,1,4,0
17624,10,15,71,21,38,0,0,155,93,48,62,4,0,7,0
17625,22,29,130,9,65,3,6,264,40,23,122,1,1,6,0
17626,35,20,102,112,46,23,1,339,0,0,0,4,15,6,1
17627,16,19,60,22,33,0,1,151,0,0,15,1,13,8,1
17628,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
17629,43,4,121,45,82,0,0,295,151,61,87,2,0,9,0
17632,24,27,83,30,46,17,1,228,52,20,43,5,5,9,0
17636,54,60,128,60,76,7,1,386,174,54,87,3,0,10,0
17638,55,36,134,20,98,12,2,357,209,81,113,0,0,12,0
17640,16,29,70,78,23,25,10,251,57,13,26,0,1,10,0
17642,1,1,3,0,2,0,0,7,0,0,3,15,14,1,1
17644,0,10,37,13,2,7,2,71,12,11,11,1,6,3,1
17646,25,27,37,2,33,0,1,125,100,31,31,1,0,6,0
17647,10,6,38,2,19,8,0,83,0,0,0,8,21,1,1
17648,1,1,3,0,2,0,0,7,0,0,3,15,14,1,1
17649,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
17650,16,7,22,0,19,0,1,65,18,6,22,15,7,3,0
17651,1,14,23,0,2,0,0,40,0,0,15,9,13,4,1
17652,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
17654,3,23,96,42,12,5,0,181,48,25,73,2,2,10,0
17655,24,24,62,14,46,59,6,235,24,9,27,1,6,9,0
17656,40,34,120,27,89,206,1,517,0,0,35,1,11,14,0
17657,9,5,18,0,13,0,0,45,0,0,4,14,14,2,1
17659,1,6,5,0,3,0,0,15,0,0,2,6,11,2,1
17660,10,23,144,70,7,42,0,296,6,5,15,1,7,8,0
17661,7,16,36,11,22,4,1,97,0,0,7,11,8,5,1
17662,0,2,3,0,1,0,0,6,0,0,3,16,13,1,1
17666,0,5,3,0,2,1,0,11,11,3,3,23,6,2,1
17667,5,7,31,0,6,0,0,49,32,24,31,20,5,5,0
17668,0,2,0,0,0,0,0,2,0,0,0,NA,NA,1,1
17671,11,22,52,21,35,18,1,160,118,36,39,2,0,5,0
17674,1,4,3,0,1,0,0,9,9,3,3,29,0,1,1
17676,2,3,5,0,3,0,0,13,0,0,0,1,17,2,1
17677,0,12,15,0,0,0,0,27,0,0,7,1,10,5,1
17678,0,2,0,0,0,0,0,2,0,0,0,NA,NA,1,1
17684,5,10,34,0,19,2,0,70,0,0,0,2,17,5,1
17685,2,3,5,0,3,4,1,18,18,5,5,29,0,1,1
17688,0,2,4,0,0,0,0,6,6,4,4,29,0,1,1
17690,0,1,0,0,0,0,0,1,1,0,0,NA,NA,1,1
17691,13,16,57,10,26,6,1,129,0,0,7,8,14,3,1
17692,3,5,5,6,2,0,0,21,0,0,0,8,21,2,1
17693,4,38,86,53,3,32,7,223,45,20,66,4,2,11,0
17694,3,4,6,0,3,0,0,16,16,6,6,29,0,1,0
17695,0,3,16,1,0,0,0,20,20,16,16,23,6,1,0
17696,3,23,45,20,1,1,3,96,96,45,45,27,0,4,1
17697,3,8,7,0,4,0,0,22,22,7,7,23,5,3,1
17699,16,10,43,1,15,3,0,88,20,11,16,2,4,7,0
17701,37,18,132,58,49,9,0,303,121,59,104,6,0,7,0
17702,0,4,58,0,0,2,0,64,31,31,58,15,3,6,1
17703,41,71,148,82,96,7,0,445,125,45,85,4,6,11,0
17704,89,46,201,85,92,16,5,534,135,56,106,0,0,14,0
17707,19,5,86,56,23,3,0,192,17,7,40,8,6,4,1
17709,25,12,91,8,42,0,1,179,0,0,44,2,13,8,0
17716,21,29,308,51,136,2,2,549,244,130,206,0,1,13,1
17718,14,53,215,21,60,29,2,394,44,31,82,1,6,15,0
17719,30,14,95,34,36,1,0,210,4,2,15,4,1,7,0
17723,0,2,0,0,0,0,0,2,0,0,0,NA,NA,1,1
17736,0,3,8,0,2,0,0,13,0,0,0,0,29,2,1
17738,0,27,100,17,17,0,2,163,46,31,52,0,2,9,0
17739,36,10,116,26,66,14,1,269,50,23,50,0,0,12,1
17742,39,30,117,8,72,2,1,269,29,15,54,0,0,15,0
17744,19,47,142,51,93,25,3,380,29,14,49,0,0,14,0
17746,60,128,229,50,125,19,0,611,320,147,175,0,1,10,0
17752,14,28,47,8,35,0,1,133,20,7,7,0,7,5,0
17754,87,103,285,69,115,76,0,735,43,20,76,0,1,21,0
17755,34,52,115,60,78,15,2,356,79,29,46,0,0,19,0
17756,2,5,9,0,5,6,1,28,0,0,0,1,28,1,1
17757,3,11,34,10,23,25,0,106,4,2,7,1,6,7,0
17759,38,55,168,39,99,39,3,441,129,37,89,1,1,9,0
17763,0,3,10,0,3,0,0,16,0,0,0,1,28,1,1
17775,3,42,150,55,100,70,2,422,111,45,73,0,0,13,0
17776,1,1,3,0,2,0,0,7,0,0,0,1,28,1,1
17777,34,42,147,47,95,15,2,382,113,39,56,0,0,13,0
17778,24,42,87,28,60,8,0,249,6,2,41,1,4,14,0
17779,42,38,172,71,107,73,3,506,131,45,110,0,0,12,0
17780,3,5,16,0,10,6,0,40,0,0,0,1,20,3,0
17785,11,49,51,6,6,11,3,137,0,0,11,0,14,5,1
17786,13,53,75,12,47,4,2,206,0,0,0,0,22,6,1
17788,16,56,86,24,42,46,44,314,39,16,20,1,2,16,0
17792,3,3,17,4,8,0,0,35,0,0,0,0,27,3,1
17799,40,15,84,124,61,0,0,324,75,24,65,13,0,8,0
17803,9,22,51,0,17,0,0,99,0,0,0,0,19,5,1
17804,1,9,12,2,8,0,0,32,0,0,6,3,11,4,0
17805,4,9,34,26,12,0,0,85,0,0,0,9,16,3,1
17807,51,68,259,88,171,13,6,656,193,69,92,0,6,14,0
17808,21,14,64,26,44,2,1,172,35,12,33,1,2,5,0
17811,56,47,140,44,90,6,0,383,170,66,90,0,1,9,0
17813,28,32,82,18,59,26,1,246,61,17,42,0,7,9,0
17816,0,1,6,0,3,1,0,11,0,0,0,1,28,1,1
17820,0,6,0,0,0,0,0,6,0,0,0,NA,NA,4,1
17821,68,56,299,68,152,48,0,691,188,91,165,0,1,15,0
17822,0,3,2,0,0,0,0,5,0,0,0,1,28,1,1
17823,52,2,61,0,49,0,0,164,29,11,21,7,2,13,0
17824,1,7,19,2,14,6,1,50,34,15,15,1,0,2,1
17829,2,12,9,0,4,4,1,32,16,4,4,1,6,2,1
17830,0,2,2,0,1,0,0,5,0,0,0,1,28,1,1
17831,22,5,129,0,106,10,0,272,0,0,0,0,18,11,1
17832,34,44,116,34,72,1,1,302,152,59,66,0,5,10,0
17834,10,9,70,9,40,0,0,138,0,0,7,1,11,5,1
17841,3,5,12,4,7,0,0,31,0,0,0,1,28,1,1
17846,12,54,245,49,110,4,4,478,105,55,136,0,0,21,0
17847,2,6,27,2,13,0,0,50,19,10,10,1,3,4,1
17848,0,6,3,0,2,2,1,14,0,0,0,1,28,1,1
17849,24,26,105,21,51,0,0,227,77,38,46,1,5,8,0
17850,5,6,21,4,13,0,0,49,0,0,0,1,18,2,1
17853,60,21,205,0,95,0,0,381,97,57,81,1,2,13,0
17857,5,23,27,0,16,4,0,75,0,0,0,0,27,3,1
17859,0,8,0,0,0,0,0,8,0,0,0,NA,NA,1,0
17865,0,20,0,0,0,0,0,20,0,0,0,NA,NA,3,0
17866,28,9,81,35,63,0,0,216,122,44,51,0,0,8,0
17867,40,12,110,30,70,0,0,262,89,36,65,1,4,10,0
17868,23,45,99,12,67,37,2,285,18,8,50,0,0,13,0
17871,34,8,65,11,2,1,1,122,0,0,0,2,16,3,1
17873,0,3,0,0,0,0,0,3,0,0,0,NA,NA,1,1
17874,0,20,88,32,67,15,1,223,48,20,39,0,2,15,0
17875,14,4,137,23,70,0,0,248,4,2,41,1,5,15,0
17878,5,23,19,0,12,7,0,66,7,3,3,1,5,6,1
17884,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
17885,9,7,31,0,19,0,0,66,0,0,0,1,27,3,0
17886,2,1,6,0,4,0,0,13,0,0,0,1,28,1,1
17887,80,27,218,47,118,32,3,525,118,53,78,4,2,16,0
17888,2,1,6,0,5,0,0,14,0,0,0,1,28,1,1
17889,82,28,415,257,89,67,0,938,174,77,203,2,1,14,0
17890,0,3,1,0,1,0,1,6,0,0,0,13,16,1,1
17893,6,5,23,2,14,0,0,50,25,8,17,14,0,4,0
17895,33,31,110,56,71,40,5,346,0,0,56,0,8,9,0
17902,7,19,17,0,16,5,1,65,57,17,17,22,7,2,1
17903,19,8,51,12,38,0,0,128,76,28,40,1,0,7,0
17904,17,12,47,9,32,2,1,120,18,7,11,1,0,6,0
17908,11,12,67,16,25,1,1,133,0,0,0,0,16,8,1
17911,6,11,42,17,30,9,0,115,61,22,35,0,4,5,0
17912,5,11,19,0,10,0,0,45,0,0,0,0,23,3,1
17915,45,61,201,14,109,23,1,454,0,0,19,0,9,13,0
17921,11,15,78,23,44,2,1,174,55,29,34,10,2,5,0
17922,38,38,142,27,103,0,0,348,87,33,55,0,1,9,0
17923,0,9,5,0,0,1,0,15,0,0,0,1,24,2,1
17924,37,74,276,78,121,66,4,656,77,40,193,0,0,22,0
17926,40,43,148,71,88,12,0,402,139,48,73,0,0,13,0
17927,20,53,102,72,53,23,1,324,0,0,49,0,8,8,0
17928,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
17929,40,27,102,35,77,12,0,293,10,5,64,1,1,6,0
17930,0,20,32,0,19,0,1,72,0,0,0,1,28,1,1
17938,34,21,99,34,77,4,0,269,105,37,50,1,0,7,0
17939,1,5,13,0,8,0,0,27,0,0,0,1,15,4,1
17949,28,20,84,19,48,6,1,206,0,0,47,0,8,12,1
17950,2,4,6,0,2,0,0,14,0,0,0,1,28,1,1
17952,11,9,50,12,36,0,0,118,38,17,17,1,1,8,1
17953,10,3,29,12,21,0,0,75,0,0,0,1,20,2,1
17956,0,1,2,0,0,0,0,3,0,0,0,13,16,1,1
17957,96,26,299,337,12,58,7,835,322,117,182,2,0,14,0
17959,18,11,49,6,33,14,2,133,0,0,17,1,13,5,1
17960,11,14,58,9,30,0,1,123,0,0,0,0,18,4,0
17964,6,6,21,10,17,20,1,81,0,0,0,1,28,1,1
17965,0,12,4,0,1,0,1,18,0,0,0,1,28,1,1
17968,0,1,21,0,8,0,0,30,0,0,0,1,28,1,1
17969,1,2,4,0,3,0,0,10,0,0,0,2,27,2,1
17975,17,12,66,10,42,3,1,151,0,0,7,1,9,6,1
17978,14,9,64,38,42,0,0,167,59,20,20,1,1,7,0
17983,6,40,163,23,38,34,3,307,100,63,81,0,1,11,0
17988,3,3,15,0,9,0,0,30,0,0,0,1,21,3,1
17989,20,14,69,8,44,1,0,156,21,10,10,1,4,11,1
17990,25,9,76,29,58,16,0,213,55,23,45,7,2,9,0
17991,0,8,66,17,49,3,1,144,36,17,42,0,0,12,0
17992,31,26,111,9,84,12,1,274,62,25,44,0,0,14,0
17993,38,52,155,35,80,91,3,454,85,36,57,1,3,17,0
17995,0,2,5,0,3,0,0,10,0,0,0,1,28,1,1
17996,5,9,16,0,10,0,1,41,0,0,0,1,27,2,1
17997,15,33,85,12,47,33,3,228,0,0,23,1,10,5,0
17998,7,17,31,6,22,0,0,83,0,0,0,0,24,4,1
18003,1,3,2,0,1,0,0,7,0,0,2,16,13,1,1
18005,15,20,40,8,30,0,1,114,34,14,14,0,7,5,1
18006,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
18009,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
18013,53,56,293,28,29,41,15,515,75,34,127,0,2,17,0
18014,0,24,70,7,12,0,3,116,0,0,28,0,10,9,0
18015,46,11,89,16,8,0,0,170,25,13,48,0,0,7,1
18016,14,9,55,15,35,6,0,134,33,14,35,0,2,7,0
18017,1,8,12,0,3,2,0,26,0,0,0,0,29,2,1
18018,34,30,103,6,59,4,6,242,30,14,48,0,7,10,1
18025,35,132,328,95,176,156,17,939,98,24,122,0,1,20,0
18027,30,31,126,10,75,0,0,272,56,28,41,1,1,18,0
18029,7,25,37,5,22,10,2,108,0,0,0,1,18,4,1
18034,1,11,11,0,7,0,0,30,0,0,0,4,23,3,1
18039,72,122,368,79,169,306,7,1123,147,62,144,3,1,25,0
18040,0,4,8,0,5,0,0,17,0,0,0,1,26,2,1
18043,67,99,227,60,155,93,2,703,114,32,83,6,1,24,0
18046,9,18,30,6,19,4,1,87,13,5,7,1,6,7,0
18047,51,91,253,43,161,293,3,895,203,61,97,0,0,24,0
18049,0,4,0,0,0,1,1,6,0,0,0,NA,NA,1,1
18050,48,9,74,29,42,0,0,202,30,13,27,5,0,5,0
18052,40,14,212,194,69,12,0,541,226,84,137,4,0,14,0
18056,10,4,21,0,13,0,0,48,36,15,15,11,1,3,0
18057,0,16,21,3,15,2,0,57,0,0,0,1,28,1,1
18061,0,5,23,33,7,0,0,68,0,0,23,16,13,1,1
18063,3,7,11,0,7,1,1,30,0,0,0,1,28,1,1
18064,38,33,115,33,79,13,2,313,40,17,48,1,0,6,0
18065,27,41,96,20,62,36,3,285,13,6,28,1,7,12,0
18067,56,112,188,51,120,44,10,581,102,43,88,0,0,14,0
18068,0,4,5,0,3,0,3,15,0,0,0,1,28,2,1
18069,2,7,6,0,4,0,0,19,5,2,2,13,6,2,1
18070,1,5,2,0,1,0,0,9,0,0,0,13,16,1,0
18071,15,24,50,6,12,0,2,109,87,41,41,1,1,6,0
18072,9,20,33,5,25,23,2,117,0,0,0,1,19,3,1
18076,134,76,435,94,140,73,3,955,292,142,160,0,1,20,0
18077,4,16,151,10,12,3,0,196,79,64,112,1,0,8,0
18079,1,13,5,2,4,0,0,25,0,0,0,1,28,2,1
18080,25,22,85,13,56,3,3,207,42,16,78,1,1,4,0
18081,15,31,99,4,48,7,2,206,0,0,5,0,13,7,0
18082,1,1,6,0,4,0,0,12,0,0,0,1,28,1,1
18083,35,44,119,47,56,15,2,318,0,0,65,0,8,9,0
18084,20,30,66,12,45,2,1,176,0,0,0,0,15,5,1
18085,47,27,156,42,29,3,0,304,122,54,81,1,1,16,0
18087,1,1,4,0,3,0,0,9,0,0,0,1,28,1,1
18091,40,18,148,11,84,1,1,303,6,3,77,0,5,8,0
18094,52,40,129,24,75,16,1,337,105,40,69,8,2,13,0
18095,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
18098,11,8,43,10,32,0,0,104,0,0,13,1,12,4,1
18099,16,7,39,14,23,0,0,99,36,16,17,1,7,6,0
18102,33,39,138,22,80,51,0,363,126,56,66,0,1,18,0
18104,0,2,0,0,0,0,0,2,0,0,0,NA,NA,1,1
18106,0,11,24,4,16,5,0,60,0,0,5,0,13,3,1
18111,0,11,19,6,0,0,0,36,0,0,0,8,16,4,1
18117,12,16,65,13,27,1,0,134,46,25,40,1,3,7,0
18118,6,29,38,0,19,2,2,96,16,7,7,1,5,4,1
18119,31,33,207,33,75,27,2,408,73,38,159,0,0,10,0
18120,3,3,11,0,9,0,0,26,0,0,0,0,28,2,1
18121,3,4,10,0,6,1,0,24,18,8,8,13,1,2,1
18122,26,25,101,29,56,7,1,245,67,24,44,1,5,9,0
18124,4,3,5,0,1,0,0,13,0,0,0,13,16,1,1
18127,15,13,97,9,47,0,1,182,3,2,4,1,1,8,1
18128,13,50,194,24,96,18,3,398,82,38,146,0,6,8,0
18131,63,115,227,47,137,269,8,866,91,36,105,0,0,17,0
18133,13,68,81,5,38,0,0,205,0,0,0,1,22,5,1
18135,3,2,24,15,10,1,0,55,0,0,0,4,18,2,1
18136,3,3,11,0,9,0,0,26,0,0,0,0,28,2,1
18137,1,2,4,0,3,0,0,10,0,0,0,1,28,1,1
18139,20,33,79,16,48,31,1,228,36,14,17,0,1,8,1
18143,51,141,276,62,99,28,0,657,129,64,124,1,1,25,0
18146,22,25,82,6,51,4,1,191,6,3,9,0,7,15,0
18148,1,12,34,41,18,0,0,106,26,6,14,1,2,5,0
18149,29,30,124,20,95,27,1,326,55,22,82,1,5,8,0
18150,39,71,183,102,81,5,2,483,146,60,66,0,0,13,0
18153,14,13,36,16,29,19,3,130,0,0,3,1,8,4,1
18154,30,36,136,16,84,32,1,335,116,47,80,1,2,10,0
18157,45,28,151,30,74,9,2,339,39,23,103,1,2,10,0
18158,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1,1
18160,1,2,5,0,4,0,0,12,0,0,0,1,28,1,1
18161,6,3,15,0,5,0,0,29,0,0,0,1,22,2,1
18166,6,10,53,16,44,4,0,133,42,18,22,0,1,7,0
